Annotation Id, Left Context, Derge, Chone, Narthang, Peking, Right Context, Decision, Method
7b330f8524b94672812ceb4fa3e0fd37, །སྡིག་བྱས་དམྱལ་བ་མི,བཟད་པའི,བཟད་པའི,བཟད་པའི,བཟོད་པའི,། །སྡུག་བསྔལ་རྣམས་ནི,བཟད་པའི,OUTLIER/
0203597f4cbb49caaf1b73d905961930,མཛད་དེ། །ཆོ་ག་ཤིན་ཏུ,འཇམ་པོ་,འཇམ་པོ་,འཇམ་པ་,འཇམ་པ་,ཡིས། །ནད་ཆེན་དཔག་མེད,འཇམ་པོ་,ALTERNATIVE/
2830b622a4c8435cb24383b486674ad8,ཅི་ཞིག་ཡོད། །སྡིག་པ་,སྤང་,སྤངས་,སྤང་,སྤང་,ཕྱིར་སྡུག་བསྔལ་མེད། ,སྤང་,OUTLIER/
c569800acb294ca1a85cb147f4825624,ར་སྙིང་མ་གས། །བདག་དང,གཞན་གྱི་,གཞན་གྱི་,གཞན་གྱིས་,གཞན་གྱི་,ཡོན་ཏན་ནི། །མང་པོ་བད,གཞན་གྱི་,OUTLIER/
4d4ac4b3a6274dfca61672ebe6000ba9,དགེ་བའི་ཕྱོགས་ནི་ཐམས,ཅད་ཀྱི,ཅད་ཀྱི,ཅད་ཀྱིས,ཅད་ཀྱི,། །རྩ་བ་མོས་པར་ཐུབ་པ,ཅད་ཀྱི,OUTLIER/
a1c94490a2ef471a983ea5b880710e5e,གཤིན་རྗེའི་སྐྱེས་བུས,པགས་པ་,པགས་པ་,དཔགས་པ་,པགས་པ་,མ་ལུས་བཤུས་པས་ཤིན་ཏུ,པགས་པ་,OUTLIER/
99044ab253874c048fa7939d921a9057,བྱ། །དང་པོར་འབྱོར་པ་,བརྟགས་,བརྟགས་,རྟགས་,བརྟགས་,ནས་ནི། །བརྩམ་མམ་ཡང་,བརྟགས་,OUTLIER/
37a7fb00ebb54e1ca409013665e9cf12,། །སྡིག་དང་སྡུག་བསྔལ,འཕེལ་བར་,འཕེལ་བར་,འཕེལ་མི་,འཕེལ་བར་,འགྱུར། །གཞན་དང་འབྲས་,འཕེལ་བར་,OUTLIER/
fdb94501a52c4d56ac908bf2beef5266,་རྒྱལ་གྱིས་ཁེངས་ནི། ,ངན་འགྲོར་ང་,ངན་འགྲོར་ང་,ངན་འགྲོར་ང་,ངན་འགྲོར་,རྒྱལ་གྱིས་ཁྲིད་ཅིང་།,ངན་འགྲོར་ང་,OUTLIER/
24fcb039d0044ef7ba2ab756fbb4e6f6,།དམན་པ་ཅི་འདྲ་ཡིན་པ་,སྨྲོས,སྨོས,སྨྲོས,སྨྲོས,། །གང་ཞིག་ང་རྒྱལ་དགྲ,སྨྲོས,OUTLIER/
56a927dfa2364786b7c82192210d6d16,ྟེ་ངོམས། །དེ་ལྟས་ལས་,ཚར་,ཆོར་,ཚར་,ཚར་,ཕྱིན་བྱའི་ཕྱིར། །ཉི་,ཚར་,OUTLIER/
0a49738626354c4ca82366960bef1a74,ི། །གླང་ཆེན་མཚོ་ཕྲད་,མཚོར་,མཚོར་,འཚོར་,མཚོར་,འཇུག་ལྟར། །ལས་དེ་ལ་ཡ,མཚོར་,OUTLIER/
da83775e78db46e4b2029fa381e89831,ན། །འཇིགས་པས་མྱུར་དུ,ལེན་པ་,ལེན་པ་,ལོན་པ་,ལེན་པ་,ལྟར། །དེ་བཞིན་དྲན་པའ,ལེན་པ་,OUTLIER/
9556f125e10c443fbf37f45d2ca442a3,དུ་བླང་། །ཇི་ལྟར་ཁྲག,ལ་བརྟེན་,ལ་བརྟེན་,ལག་རྟེན་,ལ་བརྟེན་,བཅས་ནས། །དུག་ནི་ལུས་,ལ་བརྟེན་,OUTLIER/
7e0274f7f443448ba87c3e22fce0bd38,ེམས་ལ་ཁྱབ་པར་འགྱུར། ,ཡུངས་མར་,ཡུངས་མར་,ཉུངས་མར་,ཉུངས་མར་,བཀང་བའི་སྣོད་བཀུར་ལ།,ཡུངས་མར་,SIMILAR/
5dddf4c87d2d4799a8b503b49bebbb54,སྣོད་བཀུར་ལ། །རལ་གྲི,ཐོགས་པས་,ཐོགས་པས་,ཐོགས་ནས་,ཐོགས་པས་,དྲུང་བསྡད་དེ། །བོ་ན་,ཐོགས་པས་,OUTLIER/
72d09227b7814530bcc76d771bbee484,ད་པ། །དེ་ལྟར་བག་ཡོད་,གཏམ་,གཏམ་,བཏམ་,གཏམ་,དྲན་ཏེ། །བདག་ཉིད་ལྡང,གཏམ་,OUTLIER/
c76d844ab5374c35a9b7f604eda7c662,་བཞག །སེམས་ནི་རྣམ་པར,གཡེངས་པའི་,གཡེངས་པའི་,གཡེངས་པོའི་,གཡེངས་པའི་,མི། །ཉོན་མོངས་མཆི་བའ,གཡེངས་པའི་,OUTLIER/
002b5177df35483fab8bd633d0d2d28a,ུར། །དེ་ལ་སེམས་པ་འབའ,ཞིག་གིས,ཞིག་གི,ཞིག་གིས,ཞིག་གིས,། །ཚེ་འདི་དོན་མེད་འད,ཞིག་གིས,OUTLIER/
672bcfc538f347dea9f7a7ae746451d8,ྱེད། །དེ་དག་དག་ནི་མ་,མཉན་,མཉན་,མཉམ་,མཉན་,ན། །ཁྲོ་བས་ངན་འགྲོར་,མཉན་,OUTLIER/
4c6ab4868ff7444f88769ad561f5bba9,ས་ནི། །དེ་ལས་དེ་ནི་མ,བཏེག་པ,བཏེག་པ,བརྟེག་པ,བཏེག་པ,། །དེ་སྲིད་དུ་ནི་ནགས,བཏེག་པ,OUTLIER/
6ae60eef344b46a9b6790b8b08e7ffcc,ན་ཏུ་མདངས་དགའ་བའི། །,,,ནག་,,ཚལ་ཚེགས་ཆུང་བདེ་སྐྱི,,OUTLIER/
a104a4af4a8448e08872e9fdbc22e4bc,ང་སྟེ། །བདག་ལ་སེམས་པ,གཅིག་པུ་,གཅིག་པུ་,གཅིག་པུ་,གཅིག་པ་,ཡིས། །སེམས་ནི་མཉམ་པར,གཅིག་པུ་,OUTLIER/
