Annotation Id, Left Context, Derge, Chone, Narthang, Peking, Right Context, Decision, Method
b83a88539467453386e8677b906dc942,ས་ཕྱུག་པ་གྲོལ་བ་དང་།,རིགས་པའི་,རིགས་པའི་,རིག་པའི་,རིགས་པའི་,སྤོབས་པ་ཅན་དག་ལ་མཆོད,རིགས་པའི་,OUTLIER/
eecd2ece8b47447690f751dd4855c28e,ི་དུས་སུ་ཡང་དེ་བཞིན་,འབུལ་,འབུལ་,དབུལ་,དབུལ་,ཞིང་། རྣམ་གྲངས་འདིས་,འབུལ་,SIMILAR/
3645a5d63c434578a6c70c69a8fd9fcf,ཏུ་དགེ་བའི་བཤེས་གཉེན,རྣམས་དང་,རྣམས་དང་,རྣམས་,རྣམས་དང་,མི་འབྲལ་བར་འགྱུར་རོ།,རྣམས་དང་,OUTLIER/
7924a455400d43a685770d407a849844,ཆུབ་མངོན་པར་རྫོགས་པར,འཚང་རྒྱ་བར་,འཚང་རྒྱ་བར་,འཚང་བར་,འཚང་རྒྱ་བར་,འགྱུར་རོ། །དེ་ནས་ལྷའ,འཚང་རྒྱ་བར་,OUTLIER/
2793687a35d04461b25b9dcf424f1d35,ོར་དང་བཅས་པ་ནས་ཤ་ཟའི,དབང་པོའི་,དབང་པོའི་,དབང་པོ་,དབང་པོའི་,བར་དུ་འཁོར་དང་བཅས་པ་,དབང་པོའི་,OUTLIER/
b33e3cbbb860458b83b765e28637e9da,ངས་སུ་འཛིན་ཏོ། །ཕྲག་,དོག་,དོག་,དོག་,དོགས་,གིས་གླེང་ན་བྱང་ཆུབ་ད,དོག་,OUTLIER/
f4ac711d941f4b6c8a073120b69faaf4,ུབ་ཀྱི་སྐལ་བ་ཅན་ལ་ཡང,བརྙས་པ་,བརྙས་པ་,བསྙས་པ་,བརྙས་པ་,བཀག་ན་བྱང་ཆུབ་ཏུ་སེམ,བརྙས་པ་,OUTLIER/
7c40e1fbfee142c98ce5de79c56d2fdc,ཏུ་སེམས་བསྐྱེད་པ་ལྟ་,སྨོས་,སྨོས་,མོས་,སྨོས་,ཀྱང་ཅི་དགོས། དཔའ་བར་,སྨོས་,OUTLIER/
e87bf312b2d0475387b5311ff81853d1,་ཆེན་པོ་ལ་མོས་པ་ཡིན་,ནོ,ནོ,ནོ,དོགས,། དེ་ལ་དེ་བཞིན་གཤེགས,ནོ,OUTLIER/
3ab2869c1ff44c09bcea15d4830574ad,ཟག་གིས་གང་ཟག་ལ་དྲོད་,བཟུང་,བཟུང་,བསྙས་,བཟུང་,ན་སྨས་པར་འགྱུར་བར་ཤེ,བཟུང་,OUTLIER/
a41e506e05134ef188250cbe81581533,ཤེས་པར་གྱིས་ཤིག་ཅེས་,ཁྱོད་,ཁྱོད་,མོས་,ཁྱོད་,ལ་དེ་ལྟ་བུའི་ཆོས་བསྟ,ཁྱོད་,OUTLIER/
ad3e4a36af5a4bbba13f5f94e5d31803,པའི་མཚན་མ་ཡོད་པ་དེ་ལ,བརྙས་པ་,བརྙས་པ་,བརྙེས་པ་,བརྙས་པ་,ཤིན་ཏུ་བསྲུང་བར་བྱ་ས,བརྙས་པ་,OUTLIER/
f9cd8f691fdd486a8ce6342b803cc81e,ུ་སྲ་བ་ཡུ་བ་སྐམ་ས་ལ་,བཏགས་,བཏགས་,གཏགས་,བཏགས་,པས་བརྟོད་པ་ཞེས་བརྗོད,བཏགས་,OUTLIER/
7e87a3c077f144bd8cfe5168030c2235,ང་གསར་བུ་འཕགས་པ་ནོར་,བཟངས་,བཟངས་,བཟངས་,བཟང་,ལ་ལུས་ཐམས་ཅད་ཀྱིས་གཏ,བཟངས་,OUTLIER/
415a38e4c76b4bbe8c1c8f01fc29bc58,་འགྱུར་བའི་ཕྱིར་རོ། ,འཕགས་པ་,འཕགས་པ་,འཕགས་པར་,འཕགས་པ་,རྣམ་པར་འཐག་པ་ཐམས་ཅད་,འཕགས་པ་,OUTLIER/
75ae53ff94524828bd9dd5612302fd75,ཆོས་སྨྲས་པ་ལ་འདི་ནི,འདི་འདྲའོ་,འདི་འདྲའོ་,འདྲའོ་,འདི་འདྲའོ་,ཞེས་སེམས་སམ་སྨྲ་ན་ཐམ,འདི་འདྲའོ་,OUTLIER/
5f3bdedf6694475183a7dbe8c35b59b5,མས་དཔའ་རྣམས་ཀྱིས་བྱང,ཆུབ་ཀྱི་,ཆུབ་ཀྱི་,ཆུབ་ཀྱིས་,ཆུབ་ཀྱི་,ཕྱིར་ཕ་རོལ་ཏུ་ཕྱིན་པ,ཆུབ་ཀྱི་,OUTLIER/
f1fe1bda920e4374b7870a0e7df37799,ོམ་ལྡན་འདས་གལ་ཏེ་བདག,ཅག་གིས་,ཅག་གིས་,ཅག་གི་,ཅག་གིས་,དེང་སླན་ཆད་ཉན་ཐོས་ཀྱ,ཅག་གིས་,OUTLIER/
a0235d9075364868acfe570e3ed96607,ེང་སླན་ཆད་ཉན་ཐོས་ཀྱི,ཐེག་པ་པའམ་,ཐེག་པ་པའམ་,ཐེག་པའམ་,ཐེག་པ་པའམ་,རང་སངས་རྒྱས་ཀྱི་ཐེག་,ཐེག་པ་པའམ་,OUTLIER/
7356609b06bd4cc9b8c0a2bdfe00e724,ཉན་ཐོས་ཀྱི་ཐེག་པ་པའམ,རང་སངས་,རང་སངས་,སངས་,རང་སངས་,རྒྱས་ཀྱི་ཐེག་པ་པའི་ག,རང་སངས་,OUTLIER/
b3fc7001d1264d1c86eb340bf05f8979,ུ་མོ་གང་ལས་ཀྱི་སྒྲིབ,པ་སྤང་,པ་སྤང་,སྤང་,པ་སྤང་,བར་འདོད་པས། ཇི་ལྟར་ར,པ་སྤང་,OUTLIER/
0082f384470a45d2ac81acf33815f654,ག་དང་། །ཁྱོད་ནི་སྟེན,པར་མ་,པར་མ་,པར་མི་,པར་མ་,བྱེད་ཅིག །སྨྲ་བ་དང་ན,པར་མ་,OUTLIER/
266acf59944246aaa2be424e44617e20,བདག་ངན་འགྲོར་ལྟུང་བས,འཇིགས་པ་,འཇིགས་པ་,འཇིགས་པ་,འཇིག་པ་,ལས་བསྲུང་བ་དང་ཚེ་འདི,འཇིགས་པ་,OUTLIER/
6e8665452a3e4abfb6399e84c7a47ad8,།དག་པའི་སྙིང་པོ་དྲི་,བསུང་,བསུང་,བསྲུང་,བསུང་,མུན་སེལ་བ། །བྱམས་པའི,བསུང་,OUTLIER/
72ad4d02cdcd4af2b5501b840a6de1be,ུར། །བྱང་ཆུབ་སེམས་ནི,མེད་མེར་,མེད་མེར་,མར་མེར་,མེད་མེར་,སྙིང་རྗེ་སྐད། །བྱམས་,མེད་མེར་,OUTLIER/
e5898f977c3140bf9eb2464df6fa5fbb,རྡོས་པ་མི་གཡོ་བསམ་པ་,མཁྲེགས,མཁྲེགས,མཁྲེགས,འཁྲེགས,། །བྱང་ཆུབ་ཡན་ལག་མཐར,མཁྲེགས,OUTLIER/
afac09a25b3d4ad99c0488610c2d6f29,ྱི་མ་ལྔ་བརྒྱ་པ་ཐ་མ་ལ,དམ་པའི་ཆོས་,དམ་པའི་ཆོས་,དམ་ཆོས་,དམ་པའི་ཆོས་,རྣམ་པར་འཇིག་པའི་ཚེ། ,དམ་པའི་ཆོས་,OUTLIER/
e1bb4734a54d488eb8fdc40bb5dbbaf3,་སྤང་བ་དང་རྙེད་པ་དང་,བཀུར་,བཀུར་,བསྐུར་,བཀུར་,སྟིའི་ཉེས་པ་མཐོང་བར་,བཀུར་,OUTLIER/
62b87946e8d54eaa9030c6e6400ede3a,ནི་གཏི་མུག་བསྐྱེད་པར,བརྟག་པར་,བརྟག་པར་,བརྟག་པ་,བརྟག་པར་,བྱའོ། །རྙེད་པ་དང་བཀུ,བརྟག་པར་,OUTLIER/
f5866e4b22cd4f50afc5ae99cd290a81,པར་བྱའོ། །རྙེད་པ་དང་,བཀུར་,བཀུར་,བསྐུར་,བཀུར་,སྟི་ནི་ང་རྒྱལ་དང་རྒ,བཀུར་,OUTLIER/
bac5cf76e46e4afba8fbb9b79ea1adb2,ུ་བསྲུང་བར་འོས་པ་ཡིན, ངན་འགྲོ་, ངན་འགྲོ་, ངན་འགྲོ་, ངན་འགྲོར་,ལོག་པར་ལྟུང་བ་ཐམས་ཅད, ངན་འགྲོ་,OUTLIER/
0e331f6a347c4c229e41e780e0347b1c,པ་ལ་སྐྱོ་བར་འགྱུར། །,རིགས་,རིགས་,རིས་,རིགས་,མིན་སྨྲ་དང་དམ་པ་མ་ཡི,རིགས་,OUTLIER/
1dd5aa0e74764acbb5cee0a0678818c7,སྟེ། །དགེ་སློང་དམན་ལ,བརྙས་པར་ཡོང་,བརྙས་པར་ཡོང་,བསྙས་པར་ཡོངས་,བརྙས་པར་ཡོང་,མི་བྱ། །བསྐལ་པ་གཅིག་,བརྙས་པར་ཡོང་,OUTLIER/
813398a9b0434881a94dca878d6c636b,མི་འགྱུར་ཏེ། །རྣམ་པར,འབྱེད་པའི་,འབྱེད་པའི་,འགྱེད་པའི་,འབྱེད་པའི་,སྨྲ་བ་རྣམས་ལ་ཆགས། །བ,འབྱེད་པའི་,OUTLIER/
7ca7e7a5d4484dce97b0cd37526cd999,་ཅིང་རྣམ་པར་འགྱུར། །,སྤྲེའུ་,སྤྲེའུ་,སྤྲེ་,སྤྲེ་,ལྟར་དེ་ཡི་སེམས་ནི་གཡ,སྤྲེའུ་,ALTERNATIVE/
21dc96f4e54c4889a96536ead62660f6,བས་བསྟེན་པ་ཡི། །ངུར་,སྨྲིག་,སྨྲིག་,སྨིག་,སྨྲིག་,གོས་དག་དད་པས་བླངས་ནས,སྨྲིག་,OUTLIER/
66d09d95bd874588b941d1a998b31659,པ་ལ་མི་བལྟ་བ་དང་། ཅང,མི་སྨྲ་བ་,མི་སྨྲ་བ་,མི་སྨྲ་,མི་སྨྲ་བ་,ལ་དགའ་བ་དང་། ཤེས་རབ་,མི་སྨྲ་བ་,OUTLIER/
2aef4ca67dbc48d9831e617d7e4c620f,་པ་བསྐྱོད་པ་དང་རྐང་པ,བསྐྱོད་པ་,བསྐྱོད་པ་,སྐྱོད་པ་,བསྐྱོད་པ་,དང་ཀུན་དུ་རྒྱུག་པ་ད,བསྐྱོད་པ་,OUTLIER/
